Q1_HH,Q1_MM,Q2,Q3,Q4,Q5,Q6,Q6A,Q6A_OT,Q6B,Q6B_OT,Q7,Q8,Q9,Q10,Q10_OT,Q11,Q12,Q12_OT,Q13,Q14,Q15,Q15_OT,Q16,Q17,Q18,Q19,Q20,Q21,Q21_OT,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33A,Q33B,Q33C,Q33D,Q33E,Q33AA,Q33AA_OT,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q35,Q36,Q37,Q39,Q40,Q41,Q42,Q43,Q44,Q100A,Q100B,Q100C,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108A,Q108B,Q108C,Q108D,Q109,Q110,Q111,Q112,Q113,Q114,Q115A,Q115B,Q115C,Q115D,Q116A,Q116B,Q116C,Q117,Q118,Q119,Q120,Q120_OT,Q121,Q122A,Q122B,Q122C,Q122D,Q123,Q124,Q125,Q125_OT,Q126,Q127A,Q127B,Q127C,Q127D,Q128A,Q128B,Q128C,Q129,Q130,Q131,Q132,Q132_OT,Q133,Q134,Q135A,Q135B,Q135C,Q135D,Q136,Q137,Q138,Q138_OT,Q139,Q140,Q141A,Q141B,Q141C,Q141D,Q142A,Q142B,Q142C,Q143,Q144,Q145,Q146,Q146_OT,Q147,Q148A,Q148B,Q148C,Q148D,Q149,Q150,Q151,Q151_OT,Q152,Q153A,Q153B,Q153C,Q153D,Q154,Q155,Q156,Q157,Q157_OT,Q158,Q159AA,Q159AB,Q159AC,Q159AD,Q159AE,Q159AF,Q159AG,Q159BA,Q159BB,Q159BC,Q159BD,Q159BE,Q159BF,Q159BG,Q160,Q161,Q161A,Q161B,Q161C,Q161D,Q161E,Q161F,Q161G,Q161H,Q161I,Q161J,Q161K,Q161L,Q161M,Q161N,Q161O,Q161X,Q161Z,Q161_OT,Q162,Q162_OT,Q200A,Q200B,Q200C,Q201A,Q201B,Q201C,Q300A,Q300B,Q300C,Q301,Q302,Q303,Q304,Q304_OT,Q305,Q306,Q307,Q308,Q308_OT,Q309,Q400,Q401,Q402,Q403,Q403_OT,Q404,Q405,Q406,Q407,Q408,Q409,Q410,Q411,Q412,Q412_OT,Q413,Q414,Q415,Q416,Q416_OT,Q417,Q418,Q419,Q420,Q420_OT,Q421,Q422,Q423,Q500,Q501,Q502,Q502A,Q502B,Q502C,Q502D,Q502E,Q502F,Q502G,Q502H,Q502I,Q502X,Q502Z,Q502X_OT,Q503,Q503A,Q503B,Q503C,Q503D,Q503X,Q503Z,Q503X_OT,Q504,Q504A,Q504B,Q504C,Q504D,Q504E,Q504F,Q504G,Q504H,Q504I,Q504J,Q504K,Q504L,Q504M,Q504X,Q504N,Q504O,Q504P,Q504Q,Q504R,Q504S,Q504T,Q504U,Q504V,Q504W,Q504AA,Q504BB,Q504CC,Q504Y,Q504Z,Q504X_OT,Q504Y_OT,Q505,Q506,Q507,Q508,Q509,Q510,Q510A,Q510B,Q510C,Q510D,Q510E,Q510F,Q510G,Q510H,Q510I,Q510X,Q510Z,Q510X_OT,Q511,Q511A,Q511B,Q511C,Q511D,Q511E,Q511F,Q511G,Q511H,Q511I,Q511J,Q511K,Q511L,Q511M,Q511X,Q511N,Q511O,Q511P,Q511Q,Q511R,Q511S,Q511T,Q511U,Q511V,Q511W,Q511AA,Q511BB,Q511CC,Q511Y,Q511Z,Q511X_OT,Q511Y_OT,Q512,Q513,Q514,Q515,Q600,Q601,Q601A,Q602,Q602A,Q602B,Q602C,Q602D,Q602E,Q602F,Q602G,Q602H,Q602I,Q602J,Q602K,Q602L,Q602M,Q602X,Q602N,Q602O,Q602P,Q602Q,Q602R,Q602S,Q602T,Q602U,Q602V,Q602W,Q602AA,Q602BB,Q602CC,Q602Y,Q602DD,Q602Z,Q602X_OT,Q602Y_OT,Q603,Q604,Q605,Q606,Q607,Q608,Q608A,Q608B,Q608C,Q608D,Q608E,Q608F,Q608G,Q608H,Q608I,Q608J,Q608K,Q608L,Q608M,Q608X,Q608N,Q608O,Q608P,Q608Q,Q608R,Q608S,Q608T,Q608U,Q608V,Q608W,Q608AA,Q608BB,Q608CC,Q608Y,Q608Z,Q608X_OT,Q608Y_OT,Q609,Q610,Q611,Q612,Q700,Q701,Q702,Q703,Q704,Q705,Q707,Q707_OT,Q708,Q709,Q710,Q710_OT,Q711,Q712,Q713,Q714,Q715,Q717,Q717_OT,Q718,Q719,Q720,Q720_OT,Q721,Q800,Q900,Q1000,Q801,Q802,Q803,Q804,Q805,Q807,Q807_OT,Q808,Q809,Q810,Q810_OT,Q811,Q812,Q813,Q814,Q815,Q817,Q817_OT,Q818,Q819,Q820,Q820_OT,Q821,Q901,Q902,Q903,Q904,Q905,Q907,Q907_OT,Q908,Q909,Q910,Q911,Q911_OT,Q912,Q913,Q914,Q915,Q916,Q917,Q918,Q920,Q920_OT,Q921,Q922,Q923,Q924,Q924_OT,Q925,Q926,Q927,Q1001,Q1002,Q1003,Q1004,Q1005,Q1007,Q1007_OT,Q1008,Q1009,Q1010,Q1010_OT,Q1011,Q1012,Q1013,Q1014,Q1015,Q1016,Q1017,Q1019,Q1019_OT,Q1020,Q1021,Q1022,Q1022_OT,Q1023,Q1024,Q1025,Q1100,Q1101,Q1102,Q1103,Q1103_OT,Q1104,Q1105AA,Q1105AB,Q1105AC,Q1105AD,Q1105AE,Q1105AF,Q1105AG,Q1105BA,Q1105BB,Q1105BC,Q1105BD,Q1105BE,Q1105BF,Q1105BG,Q1106,Q1107,Q1107A,Q1107B,Q1107C,Q1107D,Q1107E,Q1107F,Q1107G,Q1107H,Q1107I,Q1107J,Q1107K,Q1107L,Q1107M,Q1107N,Q1107O,Q1107X,Q1107Z,Q1107_OT,Q1108,Q1108_OT,Q1200A,Q1200B,Q1300,Q1301,Q1302,Q1303A,Q1303B,Q1303C,Q1303D,Q1303E,Q1303F,Q1304,Q1305,Q1306,Q1307,Q1308,Q1309,Q1310,Q1310_OT,Q1311,Q1312,Q1313,Q1314,Q1315,Q1400,Q1401,Q1402,Q1403,Q1404,Q1405,Q1406,Gender
14,6,19,1,1.0,,3.0,3,,10,,3,10,1,9.0,,,,,1,,,,,,1,1,,,,,,1,2,,,,2.0,,,1.0,2,2,2,2,2,99,,1,1,1,1,2,2,1,1,1,1,,1,,1,,2.0,2.0,1.0,99.0,,,,,,,,,,,2.0,3.0,99.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,1.0,0000000H000000000,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,5,5,5,5,2,2,,2,1,2,8.0,,,,2,2,2,1,2,2,2,,,NON,Male
18,22,24,1,1.0,,4.0,3,,10,,2,5,1,4.0,,,,,1,,,,,,1,1,,,,,,1,1,20.0,3.0,,,,,,2,2,2,2,2,99,,1,1,2,1,1,1,1,2,1,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,1,19.0,1.0,16.0,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,5,5,5,5,2,2,,1,1,1,,,1.0,1.0,2,2,2,1,2,2,2,,,NON,Male
15,47,14,1,1.0,,2.0,3,,10,,3,5,1,4.0,,,,,2,4.0,1.0,,,4.0,1,2,7.0,3.0,,1.0,,3,2,,,,2.0,,,1.0,2,1,1,1,2,88,IF SHE OFFENDS HIS.,2,2,2,2,1,1,1,3,1,4,1.0,3,1.0,3,1.0,1.0,1.0,2.0,2.0,1.0,3.0,99.0,3.0,,2.0,,,,,,3.0,99.0,1.0,3.0,2.0,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,1,2,2,2.0,1.0,3.0,5.0,,1.0,2.0,,,,,,3.0,77.0,TEACHER,2.0,2.0,,,,,1,1,2,2.0,1.0,3.0,1.0,,2.0,,,,,,3.0,6.0,,2.0,,,,,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,3,5,4,3,3,3,2,2,,2,2,2,8.0,,,,2,2,2,1,2,2,2,,,NON,Male
12,26,24,1,2.0,3.0,,3,,10,,2,4,1,10.0,,,,,1,,,,,,1,1,,,,,,1,1,18.0,1.0,1.0,,,,,2,2,2,2,2,99,,2,2,2,1,1,2,1,2,1,1,,1,,3,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,2,1.0,,,,,,,,,,2.0,3.0,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,9.0,,2.0,2.0,1.0,2,2,2,2,2,2,,,,,,,,,,,,1,18.0,1.0,16.0,,2.0,,,,,1.0,1.0,1.0,16.0,,,,3.0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,5,5,5,5,2,2,,1,1,2,8.0,,,,1,2,2,1,2,2,2,,,NO COMMENT,Male
12,54,20,1,2.0,2.0,,3,,10,,1,10,2,,,2.0,,,1,,,,,,1,1,,,,,,1,1,17.0,1.0,1.0,,,,,2,2,2,2,2,99,,2,2,2,2,1,2,1,4,2,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,1,17.0,1.0,16.0,,2.0,,,,,1.0,1.0,1.0,16.0,,,,3.0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,0,3,2,5,5,5,5,5,5,2,2,,1,2,2,2.0,,,,2,2,2,1,2,2,2,,,HE ASKED OF THE BENEFIT OF THE SURVEY,Male
13,17,22,1,2.0,2.0,,3,,10,,3,7,1,10.0,,,,,1,,,,,,1,1,,,,,,1,1,17.0,1.0,1.0,,,,,2,2,2,2,2,99,,2,2,99,99,2,2,2,3,2,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,1,17.0,1.0,16.0,,2.0,,,,,2.0,1.0,1.0,16.0,,,,3.0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,5,5,5,5,2,2,,1,1,1,,,2.0,1.0,1,2,2,1,2,2,2,,,NO SPECIFIC QUESTION,Male
14,1,20,1,2.0,2.0,,3,,10,,2,5,2,,,2.0,,,1,,,,,,1,1,,,,,,1,1,18.0,1.0,1.0,,,,,2,2,2,2,2,99,,2,99,2,99,2,2,2,4,2,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,1,1,2,1.0,,,,,,2.0,3.0,1.0,,1.0,1,18.0,1.0,16.0,,2.0,,,,,1.0,1.0,1.0,16.0,,,,3.0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,3,5,3,5,2,2,,1,2,2,9.0,,,,2,2,2,1,2,2,2,,,NO SPECIFIC QUESTION,Male
15,22,22,1,1.0,,3.0,3,,10,,1,1,1,7.0,,,,,1,,,,,,1,1,,,,,,1,2,,,,2.0,,,1.0,2,2,2,2,2,99,,2,2,2,2,2,2,2,2,2,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,2,2,2,4,4,4,4,3,5,2,2,,1,2,2,2.0,,,,2,2,2,1,2,2,2,,,NO COMMENTS.,Male
16,40,15,1,2.0,2.0,,3,,10,,2,3,2,,,2.0,,,1,,,,,,1,1,,,,,,1,2,,,,2.0,,,2.0,2,2,2,2,2,99,,2,2,2,2,1,1,1,2,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,4,5,5,1,5,2,2,,1,2,2,8.0,,,,2,2,2,2,2,2,2,,,NO COMMENTS,Male
16,45,20,1,2.0,3.0,,3,,10,,1,5,1,1.0,,,,,1,,,,,,1,1,,,,,,2,2,,,,2.0,,,1.0,2,2,2,2,2,99,,2,2,2,2,1,1,1,2,1,1,,1,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.0,,,,,,,,,,2.0,4.0,3.0,,1.0,1.0,2.0,2.0,1.0,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,7.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,7.0,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,2,2,1,2,2,2,2,1,2,1,2,,1,1,2,8.0,,,,2,2,2,1,2,2,2,,,NO COMMENTS,Male
16,24,13,1,1.0,,3.0,3,,10,,2,2,2,,,2.0,,,1,,,,,,1,2,13.0,1.0,,,13.0,1,2,,,,2.0,,,2.0,2,2,2,2,2,99,,99,99,2,99,2,2,2,2,1,1,,1,,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.0,,,,,,,,,,2.0,2.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,2,2,2,1,2,1,2.0,2.0,2.0,4.0,,1.0,,2.0,4.0,,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,5,5,5,5,5,5,2,2,,1,1,2,8.0,,,,1,2,2,1,2,2,2,,,THE RESPONDENT ASKED OF WHAT HE WILL BENEFIT FROM THE SURVEY SINCE HE WAS RANDOMLY SELLECTED,Male
14,19,19,1,2.0,3.0,,3,,10,,3,10,1,4.0,,,,,2,13.0,88.0,LEFT OUT OF SELF WILL.,1.0,,1,2,13.0,88.0,LEFT OUT OF SELF WILL.,1.0,,1,2,,,,2.0,,,2.0,2,2,1,2,2,88,IF SHE DISOBEY HIM,1,2,2,2,1,1,1,1,1,1,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,2,5,5,5,5,5,5,2,2,,1,2,2,8.0,,,,2,2,2,1,2,2,2,,,NON,Male
19,18,19,1,2.0,3.0,,3,,10,,1,15,1,4.0,,,,,1,,,,,,1,1,,,,,,1,2,,,,2.0,,,1.0,2,2,2,1,2,99,,1,2,2,1,2,2,1,1,1,3,,3,,1,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,3,2,5,5,5,5,5,5,2,2,,1,2,2,8.0,,,,2,2,2,1,2,2,2,,,NON,Male
